Trial,Segment,StartTime,Duration,StartVerticalPosition,VerticalSize,PeakVerticalVelocity,PeakVerticalAcceleration,StartHorizontalPosition,HorizontalSize,StraightnessError,Slant,LoopSurface,RelativeInitialSlant,RelativeTimeToPeakVerticalVelocity,RelativePenDownDuration,RelativeDurationofPrimary,RelativeSizeofPrimary,FrequencyofSecondary,AbsoluteSize,AverageAbsoluteVelocity,Roadlength,AbsoluteyJerk,NormalizedyJerk,AverageNormalizedyJerkPerTrial,AbsoluteJerk,NormalizedJerk,AverageNormalizedJerkPerTrial,Score,NumberOfPeakAccelerationPoints,AveragePenPressure,TrialSeq,NumOfStrokes
1,1,0.0004,0.2261,6.9415,-1.1693,-8.7243,-131.0848,1.5837,-0.0188,0.0084,-1.5674,0,-0.1248,0.5542,1,0,0,0,1.1695,5.196,1.1748,994.7493,14.6194,32.5262,1045.5792,15.3664,45.2134,3,2,425.272727,1,58
1,2,0.2265,0.2174,5.7721,1.3394,13.0915,223.7835,1.5649,0.0918,0.0043,1.492,-0.0005,0.0494,0.3864,0.3182,0,0,0,1.3426,6.1831,1.3441,1817.497,21.089,32.5262,1843.6901,21.3929,45.2134,3,3,120.954545,1,58
1,3,0.4439,0.1819,7.1119,-0.6913,-6.2788,-141.434,1.6567,0.4904,0.0714,-1.0368,0.0006,-0.4578,0.3705,1,0,0,0,0.8476,5.2497,0.9547,929.1855,10.9318,32.5262,1017.0933,11.966,45.2134,3,2,413.388889,1,58
1,4,0.6257,0.3664,6.4204,1.0474,8.742,129.5106,2.1471,-0.3585,0.1563,2.2872,0,-1.4648,0.2352,0.7838,0,0,0,1.107,5.0936,1.8663,1423.6126,73.8973,32.5262,1792.0818,93.0239,45.2134,3,3,418.027027,1,58
1,5,0.9921,0.1483,7.4676,-0.2608,-3.3998,-68.7325,1.7886,0.0399,0.0728,-1.4425,0.0009,-0.5196,0.6062,0.7333,0,0,0,0.2638,2.0733,0.3074,800.907,18.1684,32.5262,882.7906,20.0259,45.2134,3,3,238.666667,1,58
1,6,1.1404,0.1678,7.2068,0.9023,8.8131,135.7672,1.8286,0.4322,0.0337,1.1664,0,-0.2368,0.5598,1,0,0,0,1.0005,6.1986,1.0404,990.5854,8.0802,32.5262,1140.069,9.2996,45.2134,3,1,590.125,1,58
1,7,1.3082,0.3281,8.1092,-1.7155,-11.035,-182.0947,2.2607,1.1488,0.058,-0.9423,0,-0.5698,0.2618,0.2121,0,0,0,2.0646,6.7181,2.204,1056.8655,22.3129,32.5262,1251.7007,26.4264,45.2134,3,3,91.848485,1,58
1,8,1.6363,0.1088,6.3936,0.1753,2.6852,67.6917,3.4095,-0.1176,0.0737,2.0408,0,-0.2668,0.485,0.9091,0,0,0,0.2111,2.2426,0.244,554.6154,7.2522,32.5262,634.4869,8.2966,45.2134,3,1,398.090909,1,58
1,9,1.7451,0.1338,6.5691,-0.2996,-3.8265,-86.4123,3.2919,-0.2188,0.0505,-2.1634,0.0132,-0.1765,0.4518,1,0,0,0,0.371,3.1192,0.4174,626.759,7.8265,32.5262,700.5065,8.7474,45.2134,3,1,481.076923,1,58
1,10,1.8789,0.1179,6.2694,0.235,3.4662,83.9497,3.0731,0.3422,0.0104,0.6455,0,-0.0087,0.4684,1,0,0,0,0.4151,3.5666,0.4203,691.3267,5.6146,32.5262,899.3279,7.3038,45.2134,3,1,488.416667,1,58
1,11,1.9967,0.1138,6.5043,-0.1126,-1.6178,-8.1757,3.4153,0.1879,0.0419,-0.6113,0,-0.1856,0.4409,1,0,0,0,0.219,2.0068,0.2283,317.3483,4.4727,32.5262,448.1369,6.316,45.2134,3,1,495.166667,1,58
1,12,2.1105,0.186,6.3917,0.5154,5.0806,62.7015,3.6032,-0.2363,0.0938,1.9537,0,-0.9002,0.5922,1,0,0,0,0.5669,4.0941,0.7613,593.4616,11.0376,32.5262,664.0968,12.3514,45.2134,3,1,539.111111,1,58
1,13,2.2965,0.3432,6.907,-0.1582,-1.8155,-91.7684,3.3669,-0.2787,0.0865,-2.6146,0,-0.2015,0.1264,0.5882,0,0,0,0.3205,2.0384,0.6996,925.0107,140.8487,32.5262,1166.0763,177.555,45.2134,3,3,216.941176,1,58
1,14,2.6397,0.1437,6.7488,0.606,6.5853,149.1173,3.0882,0.3609,0.0139,1.057,0.0084,-0.0744,0.4741,1,0,0,0,0.7053,4.9675,0.7139,939.0026,7.3709,32.5262,1032.4262,8.1043,45.2134,3,1,483.933333,1,58
1,15,2.7834,0.3244,7.3548,-2.0072,-10.4111,-163.8492,3.4491,0.0162,0.0107,-1.5398,0,-0.0295,0.2637,0.1563,0,0,0,2.0072,6.2365,2.0233,1099.4578,23.2195,32.5262,1229.8047,25.9723,45.2134,3,5,58.46875,1,58
1,16,3.1078,0.1293,5.3475,0.3015,3.9829,91.51,3.4652,0.2812,0.0547,0.8861,-0.0029,0.2814,0.452,0.7692,0,0,0,0.4122,3.5154,0.4547,666.6223,6.8782,32.5262,809.797,8.3554,45.2134,3,1,284,1,58
1,17,3.2372,0.1524,5.6491,-0.3946,-4.2204,-79.2709,3.7464,0.3195,0.0362,-0.9742,0,0.2112,0.4895,1,0,0,0,0.5077,3.5053,0.5342,520.6532,6.5744,32.5262,545.7792,6.8917,45.2134,3,1,426.466667,1,58
1,18,3.3895,0.2504,5.2545,2.1208,16.0982,179.8435,4.0659,0.1035,0.0068,1.5416,0,-0.1719,0.5236,1,0,0,0,2.1234,8.5422,2.1385,1322.141,13.8073,32.5262,1339.9078,13.9929,45.2134,3,2,478.44,1,58
1,19,3.6399,0.1839,7.3753,-0.8566,-8.0347,-145.017,4.1694,0.1039,0.0604,-1.3614,0,0.2569,0.4095,0.9474,0,0,0,0.8629,5.4134,0.9953,856.4339,10.1727,32.5262,1146.2016,13.6145,45.2134,3,0,427.526316,1,58
1,20,3.8238,0.2049,6.5188,0.2804,2.8134,93.6824,4.2733,0.8596,0.0486,0.2981,-0.0252,0.726,0.324,0,0,0,0,0.9041,5.2687,1.0794,441.7289,6.5625,32.5262,931.2366,13.8349,45.2134,3,2,0,1,58
1,21,4.0286,0.2676,6.7992,-0.405,-3.2815,-68.8985,5.1329,-0.0877,0.2459,-2.2479,0,1.8137,0.2718,0,0,0,0,0.4144,3.219,0.8613,565.3185,35.7222,32.5262,929.3579,58.7257,45.2134,3,4,0,1,58
1,22,4.2962,0.123,6.3942,0.1873,2.7491,49.7503,5.0452,0.2781,0.0336,0.6778,0,0.2306,0.6283,0.6667,0,0,0,0.3353,2.8708,0.353,613.9964,6.8655,32.5262,826.8789,9.2458,45.2134,3,1,254.75,1,58
1,23,4.4191,0.1355,6.5815,-0.3072,-3.8957,-93.7212,5.3232,0.2458,0.0738,-0.9396,-0.0303,0.266,0.4288,1,0,0,0,0.3935,3.3592,0.4551,630.9506,7.6602,32.5262,755.3611,9.1706,45.2134,3,1,407.428571,1,58
1,24,4.5546,0.1629,6.2742,0.699,7.8738,120.4457,5.5691,-0.2444,0.0227,1.7908,-0.0091,0.0328,0.552,1,0,0,0,0.7405,4.8369,0.7879,1123.8113,11.4917,32.5262,1185.9114,12.1267,45.2134,3,1,461.125,1,58
1,25,4.7175,0.1187,6.973,-0.1456,-1.9717,-190.2258,5.3247,-0.0869,0.1529,-2.3167,0,-0.2232,0.3362,1,0,0,0,0.1696,2.5707,0.305,572.3828,11.5729,32.5262,764.9582,15.4666,45.2134,3,1,452.75,1,58
1,26,4.8362,0.1545,6.8272,0.3917,4.3512,80.8288,5.2378,0.5795,0.0148,0.6516,0.026,-0.0789,0.4879,1,0,0,0,0.6994,4.6055,0.7114,589.9603,5.5929,32.5262,689.5014,6.5366,45.2134,3,1,470.125,1,58
1,27,4.9906,0.1801,7.2189,-0.7227,-6.7423,-111.4027,5.8173,0.0115,0.02,-1.5341,0,0.0762,0.4694,1,0,0,0,0.7228,4.2301,0.7617,722.6735,9.7275,32.5262,791.9679,10.6602,45.2134,3,1,487.666667,1,58
1,28,5.1707,0.1829,6.4962,0.6032,5.9381,109.3015,5.8288,-0.9894,0.0314,2.5115,-0.2073,-0.0831,0.4799,0,0,0,0,1.1588,6.5593,1.1998,806.9848,7.0461,32.5262,855.6471,7.471,45.2134,3,2,0,1,58
1,29,5.3536,0.2825,7.0995,-1.5637,-8.9789,-99.622,4.8393,0.7041,0.1163,-1.1896,0,-1.4359,0.5777,0.9286,0,0,0,1.7149,8.6718,2.4497,626.4177,10.9549,32.5262,990.0206,17.3137,45.2134,3,2,414.714286,1,58
1,30,5.6361,0.4627,5.5357,1.0838,9.8163,153.571,5.5434,0.8115,0.0762,1.1557,0,-0.5961,0.1783,0.4783,0,0,0,1.3539,4.0519,1.8747,1218.4002,92.6616,32.5262,1686.9301,128.2942,45.2134,3,3,265.434783,1,58
1,31,6.0988,0.1916,6.6196,-0.2644,-2.6334,-55.6054,6.3549,0.6039,0.008,-0.4113,0,0.0373,0.3457,0,0,0,0,0.6593,3.4703,0.665,432.1023,7.4504,32.5262,970.0742,16.7263,45.2134,3,2,0,1,58
1,32,6.2904,0.4097,6.3551,0.6408,4.6054,87.7749,6.9589,1.2033,0.0745,0.3057,0,1.5838,0.1965,0,0,0,0,1.3633,4.5468,1.8627,710.7112,39.598,32.5262,1227.7201,68.4037,45.2134,3,6,0,1,58
1,33,6.7001,0.0735,6.9959,-0.0428,-0.9056,-29.1196,8.1621,-0.2725,0.0058,-2.9482,0,0,0.5881,0,0,0,0,0.2758,3.7668,0.2767,401.8913,1.5072,32.5262,565.5309,2.1209,45.2134,3,1,0,1,58
1,34,6.7736,0.1914,6.9529,0.4418,4.7404,94.251,7.8896,0.0153,0.0766,1.4644,0,0.4286,0.3731,0,0,0,0,0.442,2.8572,0.5469,739.3081,18.9618,32.5262,780.6004,20.0209,45.2134,3,2,0,1,58
1,35,6.965,0.4593,7.3948,-0.1626,-1.279,-37.5646,7.9049,0.1324,0.1568,-0.9234,0,-0.4421,0.1048,0,0,0,0,0.2097,0.7214,0.3314,355.9673,171.6167,32.5262,476.8573,229.8995,45.2134,3,5,0,1,58
1,36,7.4243,0.3292,7.2322,0.448,3.8543,43.929,8.0373,0.0715,0.0339,1.5368,0,-1.3285,0.7033,0,0,0,0,0.4537,1.5273,0.5027,520.0794,50.3886,32.5262,568.1337,55.0444,45.2134,3,3,0,1,58
1,37,7.7535,0.5906,7.6802,-0.469,-2.9939,-41.3313,8.1088,0.3295,0.1095,-1.266,0,0.5841,0.6637,0,0,0,0,0.5732,1.382,0.8162,513.3865,169.7353,32.5262,664.4885,219.6924,45.2134,3,6,0,1,58
1,38,8.344,0.4309,7.2112,0.1857,1.9992,45.3183,8.4383,-0.0497,0.049,1.813,0,0.3067,0.786,0.8605,0,0,0,0.1923,0.495,0.2133,591.8489,265.2816,32.5262,680.8981,305.1956,45.2134,3,8,227.093023,1,58
1,39,8.7749,0.2075,7.3971,-0.5702,-4.4337,-75.6466,8.3886,0.2123,0.0761,-1.3703,0.0037,-0.3413,0.5272,1,0,0,0,0.6084,3.4369,0.7132,539.7858,12.3044,32.5262,626.9123,14.2904,45.2134,3,2,455.952381,1,58
1,40,8.9824,0.1857,6.8269,0.5063,5.0397,70.8296,8.6009,0.3938,0.0739,1.0005,0,-0.5159,0.5711,0.3889,0,0,0,0.6414,4.1246,0.7659,719.0783,11.7773,32.5262,855.5401,14.0123,45.2134,3,1,142.888889,1,58
1,41,9.1681,0.1405,7.3332,-0.25,-3.1488,-66.7293,8.9948,-0.1999,0.0613,-2.2506,0,-0.2322,0.4475,0.9286,0,0,0,0.3201,2.646,0.3718,510.9293,8.3525,32.5262,708.3749,11.5802,45.2134,3,1,360,1,58
1,42,9.3086,0.3168,7.0832,0.3702,3.5306,62.1325,8.7949,0.617,0.0935,0.3931,0.0362,0.0596,0.7713,1,0,0,0,0.7195,2.9118,0.9226,657.4538,36.5104,32.5262,1117.0492,62.0331,45.2134,3,3,521.09375,1,58
1,43,9.6254,0.3847,7.4533,-1.1357,-6.8416,-122.0973,9.4119,-0.335,0.0894,-1.7761,0,-0.7849,0.7527,0.5897,0,0,0,1.1841,3.6182,1.3921,1212.9065,66.4989,32.5262,1323.1232,72.5416,45.2134,3,5,301.025641,1,58
1,44,10.0102,0.461,6.3176,2.0556,12.0098,192.2925,9.0769,0.0893,0.0453,1.5781,0.0865,0.0826,0.1856,0.587,0,0,0,2.0576,4.7596,2.1943,2019.4744,100.1551,32.5262,2261.49,112.1578,45.2134,3,3,285.717391,1,58
1,45,10.4712,0.2491,8.3732,-1.0835,-7.6961,-115.8009,9.1661,0.7396,0.0604,-0.9546,0,-0.5682,0.3522,0.2,0,0,0,1.3118,5.685,1.4164,668.6054,11.166,32.5262,929.1035,15.5164,45.2134,3,3,87.76,1,58
1,46,10.7203,0.0912,7.2897,0.1043,1.8375,41.9315,9.9058,-0.0644,0.0468,2.1833,0,-0.0557,0.5795,0.7778,0,0,0,0.1225,1.5857,0.1446,524.2479,7.6028,32.5262,597.8978,8.6709,45.2134,3,1,298,1,58
1,47,10.8116,0.1443,7.394,-0.3758,-4.1437,-87.8733,9.8414,0.0342,0.0734,-1.5467,0.0076,-0.318,0.479,1,0,0,0,0.3773,3.1558,0.4554,544.2689,8.0688,32.5262,611.572,9.0665,45.2134,3,1,426.214286,1,58
1,48,10.9559,0.1598,7.0181,0.4671,4.9447,104.3017,9.8756,0.1022,0.093,1.3139,0,-0.4085,0.4171,1,0,0,0,0.4782,3.9373,0.6292,628.701,9.492,32.5262,772.6403,11.6651,45.2134,3,1,521.8125,1,58
1,49,11.1157,0.1053,7.4852,-0.1339,-2.0792,-69.0225,9.9778,-0.2241,0.0312,-2.5667,0,-0.0548,0.4511,0.5455,0,0,0,0.2611,2.7104,0.2853,457.1918,4.4511,32.5262,725.0514,7.0589,45.2134,3,1,236.818182,1,58
1,50,11.2209,0.0643,7.3514,0.0255,0.5966,82.741,9.7537,0.3233,0.0043,0.0895,0.0282,0,0.4808,0,0,0,0,0.3243,5.0547,0.3248,282.9003,0.6457,32.5262,685.2992,1.5642,45.2134,3,1,0,1,58
1,51,11.2852,0.1595,7.377,-0.0958,-1.4245,-39.2569,10.077,0.5094,0.0088,-0.2207,0,0.0202,0.3166,0.25,0,0,0,0.5184,3.2821,0.5236,336.423,4.6652,32.5262,581.1334,8.0586,45.2134,3,2,96.5625,1,58
1,52,11.4447,0.1436,7.2811,0.0967,1.1964,25.1318,10.5864,-0.0291,0.0184,1.8211,0,-0.111,0.5083,1,0,0,0,0.1009,0.7272,0.1044,262.2508,14.3639,32.5262,377.598,20.6816,45.2134,3,2,507.285714,1,58
1,53,11.5884,0.147,7.3778,-0.2469,-3.1001,-68.8705,10.5573,-0.1643,0.0442,-2.1531,0.0067,-0.1987,0.4347,1,0,0,0,0.2965,2.1244,0.3124,558.4184,11.04,32.5262,840.0231,16.6074,45.2134,3,1,539.733333,1,58
1,54,11.7354,0.1239,7.1309,0.1903,2.7475,61.1762,10.3931,0.2143,0.0135,0.756,0,0.0543,0.4951,1,0,0,0,0.2866,2.3385,0.2898,549.1908,7.3242,32.5262,769.2413,10.2589,45.2134,3,1,544.083333,1,58
1,55,11.8593,0.1123,7.3211,-0.1311,-1.9966,-49.1234,10.6073,0.2329,0.0517,-0.5705,0,-0.2801,0.472,1,0,0,0,0.2673,2.5161,0.2827,406.3095,4.548,32.5262,664.203,7.4347,45.2134,3,1,540.75,1,58
1,56,11.9717,0.6408,7.19,0.9574,4.2834,50.9431,10.8403,0.281,0.1746,2.0692,0,-1.2947,0.1671,1,0,0,0,0.9978,3.7519,2.4041,700.9998,163.2729,32.5262,1834.5363,427.2898,45.2134,3,6,563.875,1,58
1,57,12.6124,0.395,8.1475,-1.0694,-4.468,-52.5498,11.1213,0.3807,0.1169,-1.4086,-0.1738,-1.0145,0.8164,0.4615,0,0,0,1.1352,3.9267,1.551,799.0436,48.8073,32.5262,1215.3394,74.2355,45.2134,3,4,196.974359,1,58
1,58,13.0074,0.1591,7.078,0.8004,8.8018,136.7067,11.5019,0.1723,0.1158,1.3328,0,-0.5815,0.5367,1,0,0,0,0.8187,7.6436,1.2158,1251.2138,10.9039,32.5262,1916.4609,16.7013,45.2134,3,1,616.5,1,58
2,1,0,0.219,6.5853,0.0741,0.6543,16.4654,3.422,-0.5259,0.0107,2.9945,0,-0.1098,0.2263,1,0,0,0,0.531,2.4327,0.5328,159.9152,4.7795,17.6444,479.8614,14.342,23.6894,3.5,3,254.363636,2,20
2,2,0.219,0.3074,6.6594,-1.4899,-9.8022,-96.2359,2.8962,-0.3138,0.024,-1.6894,0,-0.8741,0.5297,1,0,0,0,1.5226,5.2317,1.6081,854.371,20.7848,17.6444,894.6028,21.7636,23.6894,3.5,3,411.322581,2,20
2,3,0.5264,0.3132,5.1692,1.383,8.2602,167.9497,2.5824,-0.2795,0.0079,1.7659,0,0.0081,0.2163,0.3226,0,0,0,1.4109,4.546,1.424,1224.408,33.6991,17.6444,1257.1217,34.5995,23.6894,3.5,4,98.83871,2,20
2,4,0.8396,0.1723,6.5523,-0.5707,-5.0928,-103.6325,2.3029,0.7421,0.0534,-0.7286,-0.228,-0.356,0.4432,1,0,0,0,0.9362,5.7878,0.9975,562.7179,5.2411,17.6444,663.7113,6.1817,23.6894,3.5,2,379.111111,2,20
2,5,1.012,0.2904,5.9816,0.9703,5.5046,100.2863,3.045,-0.4342,0.2031,2.2596,0,1.3487,0.5726,1,0,0,0,1.063,7.2017,2.0912,745.667,22.5362,17.6444,1039.7984,31.4257,23.6894,3.5,4,435.034483,2,20
2,6,1.3023,0.1809,6.9518,-0.0247,-0.4805,-11.5846,2.6108,-0.2353,0.0334,-3.1318,0,-0.0083,0.8302,1,0,0,0,0.2366,2.7697,0.5009,226.0677,9.4005,17.6444,384.9173,16.006,23.6894,3.5,2,414,2,20
2,7,1.4832,0.1612,6.9269,0.2081,2.3478,48.7443,2.3756,1.1931,0.0095,0.2037,0.0055,0.026,0.4234,1,0,0,0,1.2112,7.5459,1.2167,352.2878,2.1472,17.6444,518.2705,3.1589,23.6894,3.5,2,394.8125,2,20
2,8,1.6445,0.174,7.1351,-0.3569,-3.9945,-54.6301,3.5687,0.2667,0.1801,-0.8282,0,0.6135,0.6296,1,0,0,0,0.4455,4.6527,0.8097,591.4328,11.8582,17.6444,762.063,15.2793,23.6894,3.5,2,406.588235,2,20
2,9,1.8185,0.1563,6.7782,0.4016,4.1789,67.5752,3.8354,-0.0469,0.1433,1.6214,-0.1048,0.8207,0.5222,0.8125,0,0,0,0.4043,3.7945,0.5931,475.9143,8.0388,17.6444,728.0064,12.297,23.6894,3.5,1,309,2,20
2,10,1.9748,0.391,7.1798,-1.2425,-4.3166,-80.7942,3.7885,0.3665,0.0306,-1.3034,0,0.2729,0.7649,0.4103,0,0,0,1.2955,3.4218,1.3378,796.7983,41.5679,17.6444,836.2251,43.6247,23.6894,3.5,5,138.820513,2,20
2,11,2.3657,0.1687,5.9372,0.5383,5.6263,87.1379,4.1551,0.2166,0.0517,1.2622,-0.0024,0.309,0.5313,1,0,0,0,0.5802,3.7712,0.6362,750.1281,10.6871,17.6444,793.3578,11.303,23.6894,3.5,1,416.352941,2,20
2,12,2.5345,0.1405,6.4754,-0.2076,-2.3174,-41.7411,4.3716,0.6028,0.0122,-0.3922,0,-0.0112,0.5261,1,0,0,0,0.6375,4.5828,0.644,324.8006,2.667,17.6444,348.1705,2.8589,23.6894,3.5,1,425.714286,2,20
2,13,2.675,0.5101,6.2678,0.6303,4.3122,60.0468,4.9744,-0.3361,0.1637,2.4759,0,1.0907,0.2699,0.7451,0,0,0,0.7143,3.0474,1.5544,564.6999,103.8726,17.6444,878.9596,161.6785,23.6894,3.5,6,293.980392,2,20
2,14,3.1851,0.1539,6.8982,-0.192,-2.7473,-56.8339,4.6383,0.0002,0.1845,-1.6116,0,-1.1528,0.7559,0.4667,0,0,0,0.192,2.2756,0.3503,876.8143,30.0283,17.6444,973.8834,33.3526,23.6894,3.5,2,119.666667,2,20
2,15,3.339,0.1813,6.7061,0.7055,5.7055,122.6201,4.6385,0.3908,0.0384,1.1272,0.0453,-0.304,0.4131,1,0,0,0,0.8065,4.6799,0.8485,650.7494,7.9867,17.6444,725.5415,8.9046,23.6894,3.5,1,418.105263,2,20
2,16,3.5203,0.1739,7.4117,-0.3852,-3.8353,-105.8567,5.0293,0.1456,0.0908,-1.3597,0,-0.3245,0.3851,0.3529,0,0,0,0.4118,2.8756,0.5002,509.9986,11.0506,17.6444,728.801,15.7916,23.6894,3.5,2,110.882353,2,20
2,17,3.6943,0.1284,7.0264,0.103,1.2957,32.6492,5.1749,0.2373,0.0195,0.5106,0,-0.0499,0.4401,0.2308,0,0,0,0.2586,2.0571,0.2641,235.3893,3.8021,17.6444,607.1766,9.8073,23.6894,3.5,0,75.307692,2,20
2,18,3.8227,0.2743,7.1295,-1.3798,-8.5268,-84.1691,5.4122,-0.1752,0.1013,-1.6598,0,1.0156,0.5713,1,0,0,0,1.3909,6.6786,1.8323,542.1388,10.8658,17.6444,895.0798,17.9395,23.6894,3.5,1,374.592593,2,20
2,19,4.097,0.1382,5.7497,0.344,4.216,95.7489,5.237,-0.0211,0.1473,1.6211,0,0.5897,0.4489,1,0,0,0,0.3446,3.9639,0.5476,627.5251,9.1349,17.6444,711.2055,10.353,23.6894,3.5,1,432.642857,2,20
2,20,4.2352,0.1506,6.0937,-0.3853,-4.1761,-62.8064,5.2159,1.1773,0.0144,-0.364,-0.1356,0.003,0.5745,1,0,0,0,1.2387,9.1768,1.3823,544.849,2.7387,17.6444,620.7547,3.1203,23.6894,3.5,1,463.133333,2,20
3,1,0.05,0.0614,7.4101,0.0055,0.1284,4.0711,1.5848,-0.032,0.0039,2.9643,0,0,0.4454,1,0,0,0,0.0325,0.5305,0.0326,45.9816,0.936,782.3982,201.7298,4.1065,2847.2379,3,1,320.285714,3,3
3,2,0.1114,0.288,7.4156,-0.0508,-0.3482,-8.1427,1.5528,-0.0158,0.0509,-1.7193,0,-0.6665,0.5771,1,0,0,0,0.0532,0.2043,0.0588,105.7295,62.5116,782.3982,151.9685,89.8501,2847.2379,3,3,381.571429,3,3
3,3,0.3994,1.2606,7.3648,0.0154,0.1661,3.9557,1.537,-0.0149,0.1301,2.9883,0,-1.3966,0.9309,1,0,0,0,0.0214,0.0287,0.0361,38.7542,2283.7468,782.3982,143.3548,8447.757,2847.2379,3,7,437.753968,3,3
1,1,0.04,0.5885,8.1347,0.0758,0.5998,20.1613,0.8554,-0.1211,0.0893,2.6744,0,-1.5217,0.0597,1,0,0,0,0.1429,0.3231,0.1902,275.0004,361.6381,123.8992,343.9102,452.2577,163.9117,3,10,608.644068,1,13
1,2,0.6285,0.4368,8.2105,-0.3291,-1.8097,-22.2582,0.7343,-0.1712,0.1063,-1.99,0,-0.9837,0.7036,1,0,0,0,0.3709,1.118,0.4884,300.657,72.2746,123.8992,443.1279,106.5231,163.9117,3,7,658.295455,1,13
1,3,1.0653,0.2089,7.8814,0.1576,1.4868,26.2266,0.5631,0.2352,0.0127,0.6543,0,-0.0755,0.4202,1,0,0,0,0.2832,1.38,0.2883,198.1044,9.8667,123.8992,260.3769,12.9682,163.9117,3,3,626.238095,1,13
1,4,1.2742,0.4046,8.0391,-0.4456,-1.9081,-17.0906,0.7983,-0.1218,0.0864,-1.818,0,1.2759,0.5889,1,0,0,0,0.462,1.4478,0.5858,207.4878,33.0664,123.8992,351.5111,56.0187,163.9117,3,6,597.3,1,13
1,5,1.6788,0.7773,7.5934,0.6508,3.5276,47.7861,0.6765,-0.0636,0.0772,1.5169,-0.0927,0.8832,0.2091,0.4103,0,0,0,0.6539,1.0415,0.8096,546.1697,314.6718,123.8992,815.4851,469.836,163.9117,3,8,218.858974,1,13
1,6,2.4562,0.2353,8.2443,-0.1186,-1.1398,-23.9851,0.6129,0.1103,0.01,-0.8134,0,-0.031,0.3207,1,0,0,0,0.1619,0.7009,0.1649,249.3947,29.2461,123.8992,320.8704,37.6279,163.9117,3,3,651.041667,1,13
1,7,2.6915,0.5641,8.1256,0.6715,3.5047,71.3891,0.7232,0.379,0.0156,1.0113,0.0039,0.0642,0.7054,0.6607,0,0,0,0.771,1.4332,0.8085,1067.2532,233.9131,123.8992,1170.1217,256.459,163.9117,3,8,553.321429,1,13
1,8,3.2556,0.4333,8.7971,-0.8976,-4.8989,-87.0337,1.1022,0.0055,0.0551,-1.5143,0.0057,-0.6075,0.2941,0,0,0,0,0.8976,2.3035,0.998,1222.7083,119.0143,123.8992,1518.0812,147.7649,163.9117,3,8,0,1,13
1,9,3.6888,0.427,7.8996,0.1018,0.5914,15.9784,1.1077,-0.0594,0.0678,2.1976,0.0007,-1.0562,0.1329,0,0,0,0,0.1179,0.3469,0.1481,202.0087,144.4049,123.8992,298.7955,213.5925,163.9117,3,6,0,1,13
1,10,4.1158,0.1748,8.0013,-0.0304,-0.5736,-18.1637,1.0483,0.0246,0.1611,-0.588,0.001,0.729,0.7748,0.6667,0,0,0,0.0391,0.5208,0.091,219.5356,50.7459,123.8992,332.5519,76.8697,163.9117,3,3,201.555556,1,13
1,11,4.2907,0.2999,7.9709,0.1915,1.3159,21.1827,1.0728,0.028,0.1407,1.4968,0,-0.8244,0.2824,1,0,0,0,0.1935,1.0199,0.3059,153.2464,27.5808,123.8992,265.0868,47.7095,163.9117,3,4,578.8,1,13
1,12,4.5906,0.3954,8.1625,-0.4976,-2.0318,-35.3867,1.1008,0.1465,0.1188,-1.3438,0,-0.9303,0.3774,1,0,0,0,0.5187,1.7756,0.7021,328.4915,44.0247,123.8992,404.7873,54.2499,163.9117,3,7,638.487179,1,13
1,13,4.986,0.694,7.6648,0.5279,1.1855,17.8168,1.2473,0.1311,0.1044,1.4565,0,-1.1062,0.25,1,0,0,0,0.544,0.9791,0.6795,326.3782,170.2419,123.8992,381.4648,198.9756,163.9117,3,8,883.927536,1,13
2,1,0.1301,0.4151,5.6435,0.4686,1.9552,31.6888,0.1384,0.2531,0.0608,1.1656,0,0.4104,0.4607,1,0,0,0,0.5325,1.4451,0.5999,271.9651,40.0958,82.696,346.9189,51.1462,111.6528,3.5,6,688.219512,2,5
2,2,0.5452,0.5101,6.1122,-0.628,-2.2237,-24.9252,0.3914,0.2269,0.0461,-1.3491,0,0.9052,0.5441,1,0,0,0,0.6678,1.4337,0.7313,309.6048,60.9256,82.696,361.5421,71.146,111.6528,3.5,7,672.27451,2,5
2,3,1.0553,0.6869,5.484,0.7123,3.1354,47.5611,0.6183,-0.2736,0.051,1.9795,-0.0002,-0.3288,0.2305,0.3333,0,0,0,0.763,1.2018,0.8255,469.7635,170.2198,82.696,646.7869,234.3647,111.6528,3.5,11,183.26087,2,5
2,4,1.7422,0.3307,6.1963,-0.1879,-1.5228,-30.6173,0.3447,0.2173,0.0153,-0.7482,0,0.1583,0.2337,1,0,0,0,0.2873,0.8797,0.2909,238.087,36.8542,82.696,387.2829,59.9487,111.6528,3.5,5,675.484848,2,5
2,5,2.0729,0.5171,6.0084,0.4143,1.8378,31.8437,0.5621,0.2178,0.0344,1.0722,0,0.4357,0.366,1,0,0,0,0.4681,0.9393,0.4857,362.7375,105.3846,82.696,487.5938,141.6586,111.6528,3.5,8,903.980392,2,5